104,7,11526,11976,8,12005,12455
105,1,11658,12108,2,12137,12587
106,4,11764,12214,3,12246,12696
107,5,11870,12320,6,12349,12799
108,7,11976,12426,8,12455,12905
109,1,12108,12558,2,12587,13037
110,4,12214,12664,3,12696,13146
111,5,12320,12770,6,12799,13249
112,7,12426,12876,8,12905,13355
113,1,12558,13008,2,13037,13487
114,4,12664,13114,3,13146,13596
115,5,12770,13220,6,13249,13699
116,7,12876,13326,8,13355,13805
117,1,13008,13458,2,13487,13937
118,4,13114,13564,3,13596,14046
119,5,13220,13670,6,13699,14149
120,7,13326,13776,8,13805,14255
121,1,13458,13908,2,13937,14387
122,4,13564,14014,3,14046,14496
123,5,13670,14120,6,14149,14599
124,7,13776,14226,8,14255,14705
125,1,13908,14358,2,14387,14837
126,4,14014,14464,3,14496,14946
127,5,14120,14570,6,14599,15049
128,7,14226,14676,8,14705,15155
129,1,14358,14808,2,14837,15287
130,4,14464,14914,3,14946,15396
131,5,14570,15020,6,15049,15499
132,7,14676,15126,8,15155,15605
133,1,14808,15258,2,15287,15737
134,4,14914,15364,3,15396,15846
135,5,15020,15470,6,15499,15949
136,7,15126,15576,8,15605,16055
137,1,15258,15708,2,15737,16187
138,4,15364,15814,3,15846,16296
139,5,15470,15920,6,15949,16399
140,7,15576,16026,8,16055,16505
141,1,15708,16158,2,16187,16637
142,4,15814,16264,3,16296,16746
143,5,15920,16370,6,16399,16849
144,7,16026,16476,8,16505,16955
145,1,16158,16608,2,16637,17087
146,4,16264,16714,3,16746,17196
147,5,16370,16820,6,16849,17299
148,7,16476,16926,8,16955,17405
149,1,16608,17058,2,17087,17537
150,4,16714,17164,3,17196,17646
151,5,16820,17270,6,17299,17749
152,7,16926,17376,8,17405,17855
153,1,17058,17508,2,17537,17987
154,4,17164,17614,3,17646,18096
155,5,17270,17720,6,17749,18199
156,7,17376,17826,8,17855,18305
157,1,17508,17958,2,17987,18437
158,4,17614,18064,3,18096,18546
159,5,17720,18170,6,18199,18649
160,7,17826,18276,8,18305,18755
161,1,17958,18408,2,18437,18887
162,4,18064,18514,3,18546,18996
163,5,18170,18620,6,18649,19099
164,7,18276,18726,8,18755,19205
165,1,18408,18858,2,18887,19337
166,4,18514,18964,3,18996,19446
167,5,18620,19070,6,19099,19549
168,7,18726,19176,8,19205,19655
169,1,18858,19308,2,19337,19787
170,4,18964,19414,3,19446,19896
171,5,19070,19520,6,19549,19999
172,7,19176,19626,8,19655,20105
173,1,19308,19758,2,19787,20237
174,4,19414,19864,3,19896,20346
175,5,19520,19970,6,19999,20449
176,7,19626,20076,8,20105,20555
177,1,19758,20208,2,20237,20687
178,4,19864,20314,3,20346,20796
179,5,19970,20420,6,20449,20899
180,7,20076,20526,8,20555,21005
181,1,20208,20658,2,20687,21137
182,4,20314,20764,3,20796,21246
183,5,20420,20870,6,20899,21349
184,7,20526,20976,8,21005,21455
185,1,20658,21108,2,21137,21587
186,4,20764,21214,3,21246,21696
187,5,20870,21320,6,21349,21799
188,7,20976,21426,8,21455,21905
189,1,21108,21558,2,21587,22037
190,4,21214,21664,3,21696,22146
191,5,21320,21770,6,21799,22249
192,7,21426,21876,8,21905,22355
193,1,21558,22008,2,22037,22487
194,4,21664,22114,3,22146,22596
195,5,21770,22220,6,22249,22699
196,7,21876,22326,8,22355,22805
197,1,22008,22458,2,22487,22937
198,4,22114,22564,3,22596,23046
199,5,22220,22670,6,22699,23149
200,7,22326,22776,8,22805,23255
201,1,22458,22908,2,22937,23387
202,4,22564,23014,3,23046,23496
203,5,22670,23120,6,23149,23599
204,7,22776,23226,8,23255,23705
205,1,22908,23358,2,23387,23837
206,4,23014,23464,3,23496,23946
207,5,23120,23570,6,23599,24049
208,7,23226,23676,8,23705,24155
209,1,23358,23808,2,23837,24287
210,4,23464,23914,3,23946,24396
211,5,23570,24020,6,24049,24499
212,7,23676,24126,8,24155,24605
213,1,23808,24258,2,24287,24737
214,4,23914,24364,3,24396,24846
215,5,24020,24470,6,24499,24949
216,7,24126,24576,8,24605,25055
217,1,24258,24708,2,24737,25187
218,4,24364,24814,3,24846,25296
219,5,24470,24920,6,24949,25399
220,7,24576,25026,8,25055,25505
221,1,24708,25158,2,25187,25637
222,4,24814,25264,3,25296,25746
223,5,24920,25370,6,25399,25849
224,7,25026,25476,8,25505,25955
225,1,25158,25608,2,25637,26087
226,4,25264,25714,3,25746,26196
227,5,25370,25820,6,25849,26299
228,7,25476,25926,8,25955,26405
229,1,25608,26058,2,26087,26537
230,4,25714,26164,3,26196,26646
231,5,25820,26270,6,26299,26749
232,7,25926,26376,8,26405,26855
233,1,26058,26508,2,26537,26987
234,4,26164,26614,3,26646,27096
235,5,26270,26720,6,26749,27199
236,7,26376,26826,8,26855,27305
237,1,26508,26958,2,26987,27437
238,4,26614,27064,3,27096,27546
239,5,26720,27170,6,27199,27649
240,7,26826,27276,8,27305,27755
241,1,26958,27408,2,27437,27887
242,4,27064,27514,3,27546,27996
243,5,27170,27620,6,27649,28099
244,7,27276,27726,8,27755,28205
245,1,27408,27858,2,27887,28337
246,4,27514,27964,3,27996,28446
247,5,27620,28070,6,28099,28549
248,7,27726,28176,8,28205,28655
249,1,27858,28308,2,28337,28787
